dataset,branch,object_id,R_res,J_set,proxy_target,sfr_or_depletion_observable,kinematic_settling_observable,claim_boundary,A_reservoir_settling_proxy
xGASS_xCOLD,gas_depletion_reservoir,GASS11834,0.7184163701067616,0.2946383393996674,0.7184163701067616,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.5079565513646599
xGASS_xCOLD,gas_depletion_reservoir,GASS11825,0.7322064056939501,0.3755317110226508,0.7322064056939501,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.5618427523576135
xGASS_xCOLD,gas_depletion_reservoir,GASS124028,0.1285587188612099,0.12384824904723371,0.1285587188612099,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.1261846790300447
xGASS_xCOLD,gas_depletion_reservoir,GASS124012,0.5889679715302492,0.19504889377222132,0.5889679715302492,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.37076991158600153
xGASS_xCOLD,gas_depletion_reservoir,GASS11910,0.5974199288256228,0.28866867108810346,0.5974199288256228,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.43694591786446935
xGASS_xCOLD,gas_depletion_reservoir,GASS11956,0.5155693950177935,0.22748935546279758,0.5155693950177935,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.35890445068070687
xGASS_xCOLD,gas_depletion_reservoir,GASS12044,0.2838078291814946,0.15860335478215687,0.2838078291814946,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.21464439239729563
xGASS_xCOLD,gas_depletion_reservoir,GASS124007,0.2673487544483985,0.10690598577265747,0.2673487544483985,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.1728690120662428
xGASS_xCOLD,gas_depletion_reservoir,GASS124000,0.1605871886120996,0.14501599992182043,0.1605871886120996,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.1526388741233727
xGASS_xCOLD,gas_depletion_reservoir,GASS124025,0.1085409252669039,0.06838168851229093,0.1085409252669039,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.086370797418426
xGASS_xCOLD,gas_depletion_reservoir,GASS12062,0.4417259786476868,0.2720929247034579,0.4417259786476868,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.35226567503123396
xGASS_xCOLD,gas_depletion_reservoir,GASS11994,0.2615658362989324,0.24595233543148132,0.2615658362989324,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.2536798020143107
xGASS_xCOLD,gas_depletion_reservoir,GASS3163,0.6490213523131673,0.33808951741140686,0.6490213523131673,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.49286556030067613
xGASS_xCOLD,gas_depletion_reservoir,GASS124003,0.273576512455516,0.12744990598365422,0.273576512455516,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.1899824446494402
xGASS_xCOLD,gas_depletion_reservoir,GASS3151,0.702846975088968,0.3847807647616327,0.702846975088968,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.5487926018399936
xGASS_xCOLD,gas_depletion_reservoir,GASS3189,0.2562277580071174,0.3688404802744233,0.2562277580071174,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.30971944171445975
xGASS_xCOLD,gas_depletion_reservoir,GASS27219,0.5427046263345195,0.25751165672543813,0.5427046263345195,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.3908232018897599
xGASS_xCOLD,gas_depletion_reservoir,GASS27207,0.5275800711743772,0.2991490918113482,0.5275800711743772,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.40842978725705514
xGASS_xCOLD,gas_depletion_reservoir,GASS27204,0.2878113879003559,0.16781828222543269,0.2878113879003559,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.2220770217910239
xGASS_xCOLD,gas_depletion_reservoir,GASS124002,0.3185053380782918,0.1575764249930557,0.3185053380782918,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.22819863263049459
xGASS_xCOLD,gas_depletion_reservoir,GASS3233,0.567170818505338,0.2864480304271717,0.567170818505338,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.42038566916567655
xGASS_xCOLD,gas_depletion_reservoir,GASS124027,0.2121886120996441,0.21495464800640715,0.2121886120996441,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.21356836811057606
xGASS_xCOLD,gas_depletion_reservoir,GASS3261,0.3082740213523132,0.2200672496534257,0.3082740213523132,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.26177995261353615
xGASS_xCOLD,gas_depletion_reservoir,GASS3305,0.5516014234875445,0.3184247557706979,0.5516014234875445,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.4312044729896004
xGASS_xCOLD,gas_depletion_reservoir,GASS3284,0.7357651245551601,0.2105129311658471,0.7357651245551601,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.4628481227639612
xGASS_xCOLD,gas_depletion_reservoir,GASS3439,0.650355871886121,0.24204747765874426,0.650355871886121,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.4352551802291891
xGASS_xCOLD,gas_depletion_reservoir,GASS3465,0.6476868327402135,0.25505737702508235,0.6476868327402135,True,False,external gas-depletion maturity proxy; not direct BDVR activation,0.4423905007734059
